"condition","model","id","trial","context","L_index","M_index","H_index","left_index","middle_index","right_index","choice_idx","accuracy","L_outcome","M_outcome","H_outcome","left_outcome","middle_outcome","right_outcome"
"standard prompt","mixtral-8x7b-instruct",93,24,2,5,-99,6,5,-99,6,1,1,15,0,88,15,0,88
"standard prompt","mixtral-8x7b-instruct",93,25,2,5,-99,6,6,-99,5,0,1,16,0,85,85,0,16
"standard prompt","mixtral-8x7b-instruct",93,26,1,2,3,4,3,4,2,1,1,13,34,48,34,48,13
"standard prompt","mixtral-8x7b-instruct",93,27,3,7,8,9,7,9,8,1,1,14,49,88,14,88,49
"standard prompt","mixtral-8x7b-instruct",93,28,0,0,-99,1,1,-99,0,0,1,11,0,51,51,0,11
"standard prompt","mixtral-8x7b-instruct",93,29,1,2,3,4,2,3,4,2,1,13,32,54,13,32,54
"standard prompt","mixtral-8x7b-instruct",93,30,1,2,3,4,2,4,3,1,1,11,30,49,11,49,30
"standard prompt","mixtral-8x7b-instruct",93,31,0,0,-99,1,1,-99,0,0,1,15,0,49,49,0,15
"standard prompt","mixtral-8x7b-instruct",93,32,1,2,3,4,3,4,2,1,1,15,33,47,33,47,15
"standard prompt","mixtral-8x7b-instruct",93,33,0,0,-99,1,1,-99,0,0,1,13,0,47,47,0,13
"standard prompt","mixtral-8x7b-instruct",93,34,0,0,-99,1,0,-99,1,0,0,12,0,50,12,0,50
"standard prompt","mixtral-8x7b-instruct",93,35,3,7,8,9,7,9,8,1,1,14,51,82,14,82,51
"standard prompt","mixtral-8x7b-instruct",93,36,1,2,3,4,4,3,2,0,1,13,30,50,50,30,13
"standard prompt","mixtral-8x7b-instruct",93,37,1,2,3,4,4,2,3,0,1,15,33,46,46,15,33
"standard prompt","mixtral-8x7b-instruct",93,38,0,0,-99,1,0,-99,1,1,1,11,0,50,11,0,50
"standard prompt","mixtral-8x7b-instruct",93,39,0,0,-99,1,1,-99,0,0,1,12,0,51,51,0,12
"standard prompt","mixtral-8x7b-instruct",93,40,2,5,-99,6,5,-99,6,1,1,13,0,84,13,0,84
"standard prompt","mixtral-8x7b-instruct",93,41,0,0,-99,1,1,-99,0,0,1,13,0,48,48,0,13
"standard prompt","mixtral-8x7b-instruct",93,42,1,2,3,4,4,2,3,0,1,15,36,49,49,15,36
"standard prompt","mixtral-8x7b-instruct",93,43,2,5,-99,6,6,-99,5,0,1,17,0,85,85,0,17
"standard prompt","mixtral-8x7b-instruct",93,44,2,5,-99,6,5,-99,6,1,1,14,0,88,14,0,88
"standard prompt","mixtral-8x7b-instruct",93,45,3,7,8,9,8,9,7,0,0,15,51,88,51,88,15
"standard prompt","mixtral-8x7b-instruct",93,46,2,5,-99,6,5,-99,6,1,1,11,0,89,11,0,89
"standard prompt","mixtral-8x7b-instruct",93,47,3,7,8,9,9,8,7,0,1,14,53,85,85,53,14
"standard prompt","mixtral-8x7b-instruct",93,48,3,7,8,9,8,9,7,0,0,12,48,88,48,88,12
"standard prompt","mixtral-8x7b-instruct",93,49,3,7,8,9,9,7,8,2,0,10,49,86,86,10,49
"standard prompt","mixtral-8x7b-instruct",93,50,2,5,-99,6,5,-99,6,1,1,14,0,88,14,0,88
"standard prompt","mixtral-8x7b-instruct",93,51,3,7,8,9,9,7,8,2,0,15,48,87,87,15,48
"standard prompt","mixtral-8x7b-instruct",93,52,1,2,3,4,2,3,4,2,1,15,31,49,15,31,49
"standard prompt","mixtral-8x7b-instruct",93,53,3,7,8,9,9,7,8,2,0,11,49,83,83,11,49
"standard prompt","mixtral-8x7b-instruct",93,54,0,0,-99,1,0,-99,1,1,1,12,0,47,12,0,47
"standard prompt","mixtral-8x7b-instruct",93,55,1,2,3,4,2,3,4,2,1,15,27,50,15,27,50
"standard prompt","mixtral-8x7b-instruct",93,56,0,0,-99,1,0,-99,1,0,0,14,0,49,14,0,49
"standard prompt","mixtral-8x7b-instruct",93,57,1,2,3,4,2,3,4,2,1,15,34,46,15,34,46
"standard prompt","mixtral-8x7b-instruct",93,58,2,5,-99,6,5,-99,6,1,1,12,0,87,12,0,87
"standard prompt","mixtral-8x7b-instruct",93,59,2,5,-99,6,6,-99,5,0,1,12,0,88,88,0,12
"standard prompt","mixtral-8x7b-instruct",93,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,2,99,0,-99,3,0,-99,3,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,3,99,0,-99,4,0,-99,4,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,4,99,0,-99,5,0,-99,5,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,5,99,0,-99,6,6,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,6,99,0,-99,7,0,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,7,99,0,-99,8,0,-99,8,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,8,99,0,-99,9,0,-99,9,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,9,99,1,-99,2,2,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,10,99,1,-99,3,3,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,11,99,1,-99,4,4,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,12,99,1,-99,5,1,-99,5,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,13,99,1,-99,6,1,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,14,99,1,-99,7,1,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,15,99,1,-99,8,1,-99,8,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,16,99,1,-99,9,9,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,17,99,2,-99,3,3,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,18,99,2,-99,4,2,-99,4,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,19,99,2,-99,5,5,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,21,99,2,-99,7,2,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,22,99,2,-99,8,2,-99,8,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,23,99,2,-99,9,9,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,24,99,3,-99,4,3,-99,4,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,25,99,3,-99,5,3,-99,5,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,26,99,3,-99,6,6,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,27,99,3,-99,7,7,-99,3,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,28,99,3,-99,8,8,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,29,99,3,-99,9,3,-99,9,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,30,99,4,-99,5,4,-99,5,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,31,99,4,-99,6,4,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,32,99,4,-99,7,4,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,33,99,4,-99,8,8,-99,4,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,34,99,4,-99,9,4,-99,9,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,35,99,5,-99,6,5,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,36,99,5,-99,7,5,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,37,99,5,-99,8,8,-99,5,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,39,99,6,-99,7,7,-99,6,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,40,99,6,-99,8,8,-99,6,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,41,99,6,-99,9,9,-99,6,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,42,99,7,-99,8,7,-99,8,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,43,99,7,-99,9,9,-99,7,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",93,44,99,8,-99,9,8,-99,9,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,0,0,0,-99,1,0,-99,1,-99,0,14,0,47,14,0,47
"standard prompt","mixtral-8x7b-instruct",94,1,2,5,-99,6,6,-99,5,0,1,14,0,86,86,0,14
"standard prompt","mixtral-8x7b-instruct",94,2,2,5,-99,6,5,-99,6,1,1,12,0,88,12,0,88
"standard prompt","mixtral-8x7b-instruct",94,3,2,5,-99,6,6,-99,5,0,1,13,0,83,83,0,13
"standard prompt","mixtral-8x7b-instruct",94,4,0,0,-99,1,0,-99,1,0,0,16,0,50,16,0,50
"standard prompt","mixtral-8x7b-instruct",94,5,2,5,-99,6,5,-99,6,1,1,16,0,85,16,0,85
"standard prompt","mixtral-8x7b-instruct",94,6,3,7,8,9,9,7,8,0,1,11,46,86,86,11,46
"standard prompt","mixtral-8x7b-instruct",94,7,2,5,-99,6,6,-99,5,0,1,17,0,88,88,0,17
"standard prompt","mixtral-8x7b-instruct",94,8,1,2,3,4,4,3,2,0,1,14,29,53,53,29,14
"standard prompt","mixtral-8x7b-instruct",94,9,3,7,8,9,8,9,7,0,0,12,47,88,47,88,12
"standard prompt","mixtral-8x7b-instruct",94,10,3,7,8,9,7,9,8,1,1,14,49,86,14,86,49
"standard prompt","mixtral-8x7b-instruct",94,11,1,2,3,4,2,3,4,2,1,13,31,50,13,31,50
"standard prompt","mixtral-8x7b-instruct",94,12,2,5,-99,6,5,-99,6,1,1,9,0,86,9,0,86
"standard prompt","mixtral-8x7b-instruct",94,13,2,5,-99,6,5,-99,6,1,1,16,0,86,16,0,86
"standard prompt","mixtral-8x7b-instruct",94,14,3,7,8,9,7,8,9,2,1,10,51,86,10,51,86
"standard prompt","mixtral-8x7b-instruct",94,15,0,0,-99,1,0,-99,1,0,0,12,0,47,12,0,47
"standard prompt","mixtral-8x7b-instruct",94,16,2,5,-99,6,5,-99,6,1,1,16,0,86,16,0,86
"standard prompt","mixtral-8x7b-instruct",94,17,1,2,3,4,2,4,3,1,1,10,31,54,10,54,31
"standard prompt","mixtral-8x7b-instruct",94,18,3,7,8,9,8,7,9,2,1,13,51,87,51,13,87
"standard prompt","mixtral-8x7b-instruct",94,19,1,2,3,4,3,4,2,1,1,12,30,49,30,49,12
"standard prompt","mixtral-8x7b-instruct",94,20,2,5,-99,6,6,-99,5,0,1,14,0,89,89,0,14
"standard prompt","mixtral-8x7b-instruct",94,21,3,7,8,9,9,7,8,0,1,14,51,85,85,14,51
"standard prompt","mixtral-8x7b-instruct",94,22,1,2,3,4,4,2,3,0,1,12,26,46,46,12,26
"standard prompt","mixtral-8x7b-instruct",94,23,0,0,-99,1,0,-99,1,0,0,9,0,49,9,0,49
"standard prompt","mixtral-8x7b-instruct",94,24,1,2,3,4,3,4,2,1,1,13,32,48,32,48,13
"standard prompt","mixtral-8x7b-instruct",94,25,0,0,-99,1,0,-99,1,0,0,16,0,53,16,0,53
"standard prompt","mixtral-8x7b-instruct",94,26,2,5,-99,6,5,-99,6,1,1,17,0,88,17,0,88
"standard prompt","mixtral-8x7b-instruct",94,27,3,7,8,9,7,8,9,2,1,16,48,83,16,48,83
"standard prompt","mixtral-8x7b-instruct",94,28,3,7,8,9,8,9,7,0,0,14,51,85,51,85,14
"standard prompt","mixtral-8x7b-instruct",94,29,1,2,3,4,4,2,3,0,1,13,31,51,51,13,31
"standard prompt","mixtral-8x7b-instruct",94,30,2,5,-99,6,5,-99,6,1,1,15,0,87,15,0,87
"standard prompt","mixtral-8x7b-instruct",94,31,0,0,-99,1,0,-99,1,0,0,13,0,48,13,0,48
"standard prompt","mixtral-8x7b-instruct",94,32,3,7,8,9,9,8,7,0,1,12,53,84,84,53,12
"standard prompt","mixtral-8x7b-instruct",94,33,0,0,-99,1,0,-99,1,0,0,14,0,51,14,0,51
"standard prompt","mixtral-8x7b-instruct",94,34,2,5,-99,6,5,-99,6,1,1,14,0,88,14,0,88
"standard prompt","mixtral-8x7b-instruct",94,35,3,7,8,9,7,9,8,0,0,15,47,85,15,85,47
"standard prompt","mixtral-8x7b-instruct",94,36,0,0,-99,1,0,-99,1,0,0,15,0,48,15,0,48
"standard prompt","mixtral-8x7b-instruct",94,37,1,2,3,4,4,3,2,0,1,14,32,48,48,32,14
"standard prompt","mixtral-8x7b-instruct",94,38,0,0,-99,1,0,-99,1,0,0,7,0,47,7,0,47
"standard prompt","mixtral-8x7b-instruct",94,39,1,2,3,4,2,3,4,2,1,14,32,49,14,32,49
"standard prompt","mixtral-8x7b-instruct",94,40,1,2,3,4,4,3,2,0,1,13,31,51,51,31,13
"standard prompt","mixtral-8x7b-instruct",94,41,0,0,-99,1,0,-99,1,0,0,15,0,50,15,0,50
"standard prompt","mixtral-8x7b-instruct",94,42,1,2,3,4,3,4,2,1,1,14,30,48,30,48,14
"standard prompt","mixtral-8x7b-instruct",94,43,1,2,3,4,2,4,3,1,1,16,31,51,16,51,31
"standard prompt","mixtral-8x7b-instruct",94,44,2,5,-99,6,6,-99,5,0,1,11,0,83,83,0,11
"standard prompt","mixtral-8x7b-instruct",94,45,0,0,-99,1,1,-99,0,0,1,18,0,50,50,0,18
"standard prompt","mixtral-8x7b-instruct",94,46,3,7,8,9,9,8,7,0,1,15,53,83,83,53,15
"standard prompt","mixtral-8x7b-instruct",94,47,1,2,3,4,3,2,4,2,1,13,29,49,29,13,49
"standard prompt","mixtral-8x7b-instruct",94,48,2,5,-99,6,5,-99,6,1,1,15,0,83,15,0,83
"standard prompt","mixtral-8x7b-instruct",94,49,3,7,8,9,9,7,8,0,1,15,49,83,83,15,49
"standard prompt","mixtral-8x7b-instruct",94,50,0,0,-99,1,0,-99,1,0,0,14,0,50,14,0,50
"standard prompt","mixtral-8x7b-instruct",94,51,3,7,8,9,8,9,7,0,0,15,50,89,50,89,15
"standard prompt","mixtral-8x7b-instruct",94,52,0,0,-99,1,0,-99,1,0,0,14,0,49,14,0,49
"standard prompt","mixtral-8x7b-instruct",94,53,2,5,-99,6,6,-99,5,0,1,15,0,86,86,0,15
"standard prompt","mixtral-8x7b-instruct",94,54,0,0,-99,1,0,-99,1,0,0,12,0,47,12,0,47
"standard prompt","mixtral-8x7b-instruct",94,55,3,7,8,9,9,8,7,0,1,14,47,87,87,47,14
"standard prompt","mixtral-8x7b-instruct",94,56,1,2,3,4,3,2,4,2,1,14,32,46,32,14,46
"standard prompt","mixtral-8x7b-instruct",94,57,1,2,3,4,4,2,3,0,1,16,30,48,48,16,30
"standard prompt","mixtral-8x7b-instruct",94,58,3,7,8,9,8,7,9,2,1,14,50,85,50,14,85
"standard prompt","mixtral-8x7b-instruct",94,59,0,0,-99,1,0,-99,1,0,0,13,0,51,13,0,51
"standard prompt","mixtral-8x7b-instruct",94,0,99,0,-99,1,1,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,1,99,0,-99,2,0,-99,2,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,2,99,0,-99,3,3,-99,0,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,3,99,0,-99,4,4,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,4,99,0,-99,5,5,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,5,99,0,-99,6,6,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,6,99,0,-99,7,7,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,7,99,0,-99,8,8,-99,0,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,8,99,0,-99,9,0,-99,9,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,9,99,1,-99,2,1,-99,2,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,10,99,1,-99,3,1,-99,3,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,11,99,1,-99,4,4,-99,1,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,12,99,1,-99,5,5,-99,1,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,13,99,1,-99,6,1,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,14,99,1,-99,7,7,-99,1,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,15,99,1,-99,8,8,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,16,99,1,-99,9,9,-99,1,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,17,99,2,-99,3,3,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,18,99,2,-99,4,4,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,19,99,2,-99,5,5,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,21,99,2,-99,7,7,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,22,99,2,-99,8,2,-99,8,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,23,99,2,-99,9,9,-99,2,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,24,99,3,-99,4,3,-99,4,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,25,99,3,-99,5,5,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,26,99,3,-99,6,3,-99,6,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,27,99,3,-99,7,7,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,28,99,3,-99,8,8,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,29,99,3,-99,9,9,-99,3,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,30,99,4,-99,5,4,-99,5,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,31,99,4,-99,6,6,-99,4,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,32,99,4,-99,7,4,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,33,99,4,-99,8,8,-99,4,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,34,99,4,-99,9,9,-99,4,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,35,99,5,-99,6,6,-99,5,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,36,99,5,-99,7,5,-99,7,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,37,99,5,-99,8,5,-99,8,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,39,99,6,-99,7,7,-99,6,1,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,40,99,6,-99,8,6,-99,8,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,41,99,6,-99,9,9,-99,6,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,42,99,7,-99,8,7,-99,8,0,0,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,43,99,7,-99,9,9,-99,7,0,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",94,44,99,8,-99,9,8,-99,9,1,1,0,0,0,0,0,0
"standard prompt","mixtral-8x7b-instruct",95,0,3,7,8,9,9,8,7,0,1,16,47,86,86,47,16
"standard prompt","mixtral-8x7b-instruct",95,1,2,5,-99,6,5,-99,6,0,0,11,0,90,11,0,90
"standard prompt","mixtral-8x7b-instruct",95,2,2,5,-99,6,6,-99,5,0,1,11,0,87,87,0,11
"standard prompt","mixtral-8x7b-instruct",95,3,1,2,3,4,2,4,3,2,0,9,34,48,9,48,34
"standard prompt","mixtral-8x7b-instruct",95,4,1,2,3,4,4,2,3,0,1,15,31,49,49,15,31
"standard prompt","mixtral-8x7b-instruct",95,5,3,7,8,9,8,9,7,1,1,12,51,85,51,85,12
"standard prompt","mixtral-8x7b-instruct",95,6,0,0,-99,1,0,-99,1,0,0,14,0,51,14,0,51
"standard prompt","mixtral-8x7b-instruct",95,7,1,2,3,4,3,2,4,2,1,13,27,50,27,13,50
"standard prompt","mixtral-8x7b-instruct",95,8,2,5,-99,6,6,-99,5,0,1,15,0,84,84,0,15
"standard prompt","mixtral-8x7b-instruct",95,9,0,0,-99,1,1,-99,0,0,1,17,0,49,49,0,17
"standard prompt","mixtral-8x7b-instruct",95,10,3,7,8,9,9,8,7,0,1,9,48,87,87,48,9
"standard prompt","mixtral-8x7b-instruct",95,11,1,2,3,4,3,4,2,1,1,13,30,47,30,47,13
"standard prompt","mixtral-8x7b-instruct",95,12,1,2,3,4,4,3,2,0,1,12,32,50,50,32,12
"standard prompt","mixtral-8x7b-instruct",95,13,1,2,3,4,4,3,2,0,1,14,32,53,53,32,14
"standard prompt","mixtral-8x7b-instruct",95,14,0,0,-99,1,1,-99,0,0,1,13,0,53,53,0,13
"standard prompt","mixtral-8x7b-instruct",95,15,3,7,8,9,7,8,9,2,1,15,49,88,15,49,88
"standard prompt","mixtral-8x7b-instruct",95,16,3,7,8,9,7,8,9,2,1,12,51,85,12,51,85
"standard prompt","mixtral-8x7b-instruct",95,17,2,5,-99,6,6,-99,5,0,1,11,0,86,86,0,11
"standard prompt","mixtral-8x7b-instruct",95,18,0,0,-99,1,1,-99,0,0,1,15,0,49,49,0,15
"standard prompt","mixtral-8x7b-instruct",95,19,1,2,3,4,3,2,4,2,1,13,34,49,34,13,49
"standard prompt","mixtral-8x7b-instruct",95,20,0,0,-99,1,0,-99,1,1,1,14,0,53,14,0,53
"standard prompt","mixtral-8x7b-instruct",95,21,3,7,8,9,9,8,7,0,1,9,52,85,85,52,9
"standard prompt","mixtral-8x7b-instruct",95,22,3,7,8,9,8,7,9,2,1,14,50,84,50,14,84
"standard prompt","mixtral-8x7b-instruct",95,23,3,7,8,9,9,8,7,0,1,11,51,84,84,51,11
"standard prompt","mixtral-8x7b-instruct",95,24,3,7,8,9,9,7,8,0,1,12,50,86,86,12,50
"standard prompt","mixtral-8x7b-instruct",95,25,3,7,8,9,7,9,8,1,1,15,48,87,15,87,48
"standard prompt","mixtral-8x7b-instruct",95,26,0,0,-99,1,1,-99,0,0,1,16,0,51,51,0,16
"standard prompt","mixtral-8x7b-instruct",95,27,0,0,-99,1,0,-99,1,1,1,13,0,47,13,0,47
"standard prompt","mixtral-8x7b-instruct",95,28,1,2,3,4,2,4,3,1,1,14,32,51,14,51,32
"standard prompt","mixtral-8x7b-instruct",95,29,3,7,8,9,7,9,8,1,1,15,52,88,15,88,52
"standard prompt","mixtral-8x7b-instruct",95,30,0,0,-99,1,1,-99,0,0,1,13,0,51,51,0,13
"standard prompt","mixtral-8x7b-instruct",95,31,2,5,-99,6,5,-99,6,1,1,12,0,88,12,0,88
"standard prompt","mixtral-8x7b-instruct",95,32,1,2,3,4,3,2,4,2,1,17,30,51,30,17,51
"standard prompt","mixtral-8x7b-instruct",95,33,2,5,-99,6,5,-99,6,1,1,15,0,87,15,0,87
"standard prompt","mixtral-8x7b-instruct",95,34,1,2,3,4,4,3,2,0,1,18,34,50,50,34,18
"standard prompt","mixtral-8x7b-instruct",95,35,0,0,-99,1,1,-99,0,0,1,14,0,47,47,0,14
"standard prompt","mixtral-8x7b-instruct",95,36,1,2,3,4,2,4,3,1,1,16,31,45,16,45,31
"standard prompt","mixtral-8x7b-instruct",95,37,2,5,-99,6,5,-99,6,1,1,14,0,84,14,0,84
"standard prompt","mixtral-8x7b-instruct",95,38,3,7,8,9,7,9,8,1,1,13,49,89,13,89,49
"standard prompt","mixtral-8x7b-instruct",95,39,1,2,3,4,2,4,3,1,1,17,30,51,17,51,30
"standard prompt","mixtral-8x7b-instruct",95,40,2,5,-99,6,5,-99,6,1,1,12,0,86,12,0,86
"standard prompt","mixtral-8x7b-instruct",95,41,2,5,-99,6,6,-99,5,0,1,16,0,87,87,0,16
"standard prompt","mixtral-8x7b-instruct",95,42,2,5,-99,6,6,-99,5,0,1,10,0,85,85,0,10
"standard prompt","mixtral-8x7b-instruct",95,43,2,5,-99,6,6,-99,5,0,1,13,0,88,88,0,13
"standard prompt","mixtral-8x7b-instruct",95,44,3,7,8,9,9,7,8,0,1,17,47,85,85,17,47
"standard prompt","mixtral-8x7b-instruct",95,45,0,0,-99,1,0,-99,1,1,1,11,0,48,11,0,48
"standard prompt","mixtral-8x7b-instruct",95,46,2,5,-99,6,5,-99,6,1,1,13,0,81,13,0,81
"standard prompt","mixtral-8x7b-instruct",95,47,2,5,-99,6,6,-99,5,0,1,16,0,87,87,0,16
"standard prompt","mixtral-8x7b-instruct",95,48,1,2,3,4,2,4,3,1,1,16,28,50,16,50,28
"standard prompt","mixtral-8x7b-instruct",95,49,0,0,-99,1,1,-99,0,0,1,12,0,51,51,0,12
"standard prompt","mixtral-8x7b-instruct",95,50,3,7,8,9,9,7,8,0,1,13,51,85,85,13,51
"standard prompt","mixtral-8x7b-instruct",95,51,1,2,3,4,4,2,3,0,1,17,32,51,51,17,32
"standard prompt","mixtral-8x7b-instruct",95,52,3,7,8,9,7,8,9,2,1,14,44,82,14,44,82
"standard prompt","mixtral-8x7b-instruct",95,53,0,0,-99,1,1,-99,0,0,1,14,0,53,53,0,14
"standard prompt","mixtral-8x7b-instruct",95,54,1,2,3,4,4,3,2,0,1,17,33,47,47,33,17
"standard prompt","mixtral-8x7b-instruct",95,55,0,0,-99,1,1,-99,0,0,1,14,0,47,47,0,14
"standard prompt","mixtral-8x7b-instruct",95,56,0,0,-99,1,0,-99,1,1,1,15,0,48,15,0,48
"standard prompt","mixtral-8x7b-instruct",95,57,0,0,-99,1,1,-99,0,0,1,15,0,51,51,0,15
"standard prompt","mixtral-8x7b-instruct",95,58,2,5,-99,6,5,-99,6,1,1,10,0,87,10,0,87
"standard prompt","mixtral-8x7b-instruct",95,59,2,5,-99,6,6,-99,5,0,1,13,0,86,86,0,13
